_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,animal_present,animal_present_gold,image_url,label
2227505334,4/3/2019 01:28:18,false,4680843701,,4/3/2019 01:27:13,false,clixsense,1.0,41347559,VEN,"","",186.90.174.20,yes,,https://i.imgur.com/Nb707aI.png,Scorpion
2227505335,4/3/2019 01:27:37,false,4680842243,,4/3/2019 01:27:14,false,neodev,1.0,44678667,VEN,"","",201.210.223.159,yes,,https://i.imgur.com/NDPlj7R.png,Chameleon
2227505335,4/3/2019 01:28:14,false,4680843548,,4/3/2019 01:27:12,false,neodev,0.9,45186503,VEN,15,Bachaquero,200.93.112.211,yes,,https://i.imgur.com/NDPlj7R.png,Chameleon
2227505335,4/3/2019 01:28:18,false,4680843684,,4/3/2019 01:27:13,false,clixsense,1.0,41347559,VEN,"","",186.90.174.20,yes,,https://i.imgur.com/NDPlj7R.png,Chameleon
2227505336,4/3/2019 01:27:40,false,4680842404,,4/3/2019 01:27:15,false,feca,1.0,45156824,HRV,21,Zagreb,93.136.107.203,no,,https://i.imgur.com/nFcswKj.jpg,Leaves
2227505336,4/3/2019 01:27:51,false,4680842692,,4/3/2019 01:27:14,false,neodev,1.0,41841415,VEN,19,Carúpano,190.206.252.252,no,,https://i.imgur.com/nFcswKj.jpg,Leaves
2227505336,4/3/2019 01:27:59,false,4680842988,,4/3/2019 01:27:17,false,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,no,,https://i.imgur.com/nFcswKj.jpg,Leaves
2227505337,4/3/2019 01:27:40,false,4680842392,,4/3/2019 01:27:15,false,feca,1.0,45156824,HRV,21,Zagreb,93.136.107.203,yes,,https://i.imgur.com/NLRJNFo.png,Scorpion
2227505337,4/3/2019 01:27:51,false,4680842698,,4/3/2019 01:27:14,false,neodev,1.0,41841415,VEN,19,Carúpano,190.206.252.252,yes,,https://i.imgur.com/NLRJNFo.png,Scorpion
2227505337,4/3/2019 01:27:59,false,4680842991,,4/3/2019 01:27:17,false,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,yes,,https://i.imgur.com/NLRJNFo.png,Scorpion
2227505338,4/3/2019 01:27:40,false,4680842385,,4/3/2019 01:27:15,false,feca,1.0,45156824,HRV,21,Zagreb,93.136.107.203,no,,https://i.imgur.com/NnVsjtj.png,Snail
2227505338,4/3/2019 01:27:51,false,4680842703,,4/3/2019 01:27:14,false,neodev,1.0,41841415,VEN,19,Carúpano,190.206.252.252,yes,,https://i.imgur.com/NnVsjtj.png,Snail
2227505338,4/3/2019 01:27:59,false,4680842984,,4/3/2019 01:27:17,false,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,yes,,https://i.imgur.com/NnVsjtj.png,Snail
2227505339,4/3/2019 01:27:40,false,4680842398,,4/3/2019 01:27:15,false,feca,1.0,45156824,HRV,21,Zagreb,93.136.107.203,no,,https://i.imgur.com/nSAz6JN.png,Snail
2227505339,4/3/2019 01:27:51,false,4680842700,,4/3/2019 01:27:14,false,neodev,1.0,41841415,VEN,19,Carúpano,190.206.252.252,yes,,https://i.imgur.com/nSAz6JN.png,Snail
2227505339,4/3/2019 01:27:59,false,4680842974,,4/3/2019 01:27:17,false,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,yes,,https://i.imgur.com/nSAz6JN.png,Snail
2227505340,4/3/2019 01:27:53,false,4680842734,,4/3/2019 01:27:21,false,neodev,1.0,43671265,VEN,"","",186.90.196.247,yes,,https://i.imgur.com/nsh9XAC.png,Snail
2227505340,4/3/2019 01:28:11,false,4680843398,,4/3/2019 01:27:23,false,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,no,,https://i.imgur.com/nsh9XAC.png,Snail
2227505340,4/3/2019 01:28:37,false,4680844418,,4/3/2019 01:27:19,false,neodev,1.0,43650017,VEN,25,Caracas,186.94.206.222,no,,https://i.imgur.com/nsh9XAC.png,Snail
2227505341,4/3/2019 01:27:53,false,4680842737,,4/3/2019 01:27:21,false,neodev,1.0,43671265,VEN,"","",186.90.196.247,yes,,https://i.imgur.com/o77hw0f.png,Scorpion
2227505341,4/3/2019 01:28:11,false,4680843418,,4/3/2019 01:27:23,false,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/o77hw0f.png,Scorpion
2227505341,4/3/2019 01:28:37,false,4680844416,,4/3/2019 01:27:19,false,neodev,1.0,43650017,VEN,25,Caracas,186.94.206.222,yes,,https://i.imgur.com/o77hw0f.png,Scorpion
2227505342,4/3/2019 01:27:53,false,4680842736,,4/3/2019 01:27:21,false,neodev,1.0,43671265,VEN,"","",186.90.196.247,yes,,https://i.imgur.com/oiSIbAO.png,Beetle
2227505342,4/3/2019 01:28:11,false,4680843405,,4/3/2019 01:27:23,false,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/oiSIbAO.png,Beetle
2227505342,4/3/2019 01:28:37,false,4680844429,,4/3/2019 01:27:19,false,neodev,1.0,43650017,VEN,25,Caracas,186.94.206.222,yes,,https://i.imgur.com/oiSIbAO.png,Beetle
2227505343,4/3/2019 01:27:53,false,4680842738,,4/3/2019 01:27:21,false,neodev,1.0,43671265,VEN,"","",186.90.196.247,yes,,https://i.imgur.com/OLjU2iu.png,Chameleon
2227505343,4/3/2019 01:28:11,false,4680843414,,4/3/2019 01:27:23,false,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/OLjU2iu.png,Chameleon
2227505343,4/3/2019 01:28:37,false,4680844420,,4/3/2019 01:27:19,false,neodev,1.0,43650017,VEN,25,Caracas,186.94.206.222,yes,,https://i.imgur.com/OLjU2iu.png,Chameleon
